iso_code,continent,location,date,total_cases,total_deaths,total_cases_per_million,aged_70_older,gdp_per_capita,extreme_poverty,cvd_death_rate,diabetes_prevalence,handwashing_facilities,medical_doctors,ghs_score,health_expenditure_5y_avg,GDP growth (annual %),GDP per capita growth (annual %),"GNI per capita, Atlas method (current US$)","GNI per capita, PPP (current international $)","GNI, Atlas method (current US$)","GNI, PPP (current international $)",Population density (people per sq. km of land area),"Population, total",Surface area (sq. km),Proportion of seats held by women in national parliaments (%),"International tourism, expenditures (% of total imports)","International tourism, expenditures (current US$)","International tourism, number of arrivals","International tourism, receipts (% of total exports)","International tourism, receipts (current US$)",imports,lockdown_date,lockdown_type,di_score,di_electoral_process_and_pluralism,di_functioning_of_government,di_political_participation,di_political_culture,di_civil_liberties,di_regime_type,household_avg_people,household_members_1,household_members_2_3,household_members_4_5,household_members_6_or_more,smokers_percentage,life_expectancy_at_birth,wage_and_salaried_workers_percentage_employed,mortality_rate_per_1000
KGZ,Asia,Kyrgyzstan,2020-06-23,3519.0,41.0,539.377,2.882,3393.474,1.4,436.362,7.11,89.22,22.13,49.3,7.058553993701935,3.5000000000000604,1.46038147656107,1220.0,5110.0,7700206967.568541,32311134971.8764,32.965589155370196,6322800.0,199950.0,19.2,7.7287471074529694,453000000.0,423000.0,17.8099772530336,487000000.0,5554671372.50802,24/03/2020,Partial,4.89,6.08,2.93,6.67,3.75,5.0,Hybrid regime,4.21,8.21,30.82,36.13,24.85,27.2845,71.459,65.67407983779904,152.921745
KHM,Asia,Cambodia,2020-06-23,130.0,0.0,7.776,2.385,3645.07,,270.892,4.0,66.229,1.93,39.2,6.407017484307292,7.49796350754166,5.907741250022111,1390.0,3970.0,22525028803.2131,64584492592.1059,92.05641287106279,16249798.0,181040.0,20.0,4.93803121314257,1079000000.0,6201000.0,26.2409950521192,4832000000.0,16921448889.8651,28/03/2020,Partial,3.53,0.83,4.64,3.33,5.63,3.24,Authoritarian,4.61,3.37,25.65,43.08,27.9,18.0085,69.44891499999999,49.236819305419914,166.51147500000002
KNA,North America,Saint Kitts and Nevis,2020-06-23,15.0,0.0,281.997,,24654.385,,,12.84,,26.76,26.2,4.997950494289398,2.92393881700276,2.14672480942217,18340.0,25060.0,961531499.003816,1314191081.72592,201.69615384615398,52441.0,260.0,13.3,9.934430179688633,59000000.0,125000.0,60.63869418587979,367000000.0,620000000.0,,None,,,,,,,,,,,,,,,,
KOR,Asia,South Korea,2020-06-23,12484.0,281.0,243.499,8.622,35938.374,0.2,85.99799999999998,6.8,,23.61,70.2,7.074870467185974,2.66831140171185,2.18145161175325,30620.0,39630.0,1580109482105.75,2045413635095.92,529.358501289308,51606633.0,100339.00390625,17.0,5.35544908357113,34769000000.0,15347000.0,2.72020867354208,19856000000.0,605769302553.079,23/02/2020,Full,8.0,9.17,7.86,7.22,7.5,8.24,Flawed democracy,2.53,27.23,47.59,23.7,1.48,23.723499999999998,82.67,75.19433341979982,56.03862
KWT,Asia,Kuwait,2020-06-23,40291.0,330.0,9434.587,1.114,65530.537,,132.235,15.84,,26.46,46.1,3.8125365972518908,1.24601594652857,-0.741360738908625,34290.0,59760.0,141863037582.434,247255027990.77,232.172222222222,4137309.0,17820.0,3.1,20.992662623811,14318000000.0,8508000.0,1.0786524517835798,919000000.0,61556291390.7285,16/03/2020,Partial,3.93,3.58,4.29,3.89,4.38,3.53,Authoritarian,,,,,,20.0215,75.560525,98.61426162719724,55.289795
LAO,Asia,Laos,2020-06-23,19.0,0.0,2.611,2.322,6397.36,22.7,368.111,4.0,49.839,3.73,43.1,2.4081863090395936,6.24796000755872,4.61588222048862,2450.0,7410.0,17318312655.3411,52359881805.3517,30.5957842287695,7061507.0,236800.0,27.5,12.9676847934516,949000000.0,3770000.0,12.177977453573899,757000000.0,6619813405.803061,,None,2.14,0.0,2.86,1.67,5.0,1.18,Authoritarian,5.77,1.22,15.01,34.8,48.97,29.4695,67.609605,18.919945292472846,181.412715
LBN,Asia,Lebanon,2020-06-23,1603.0,32.0,234.857,5.43,13367.565,,266.591,12.71,,21.04,43.1,7.824720740318298,0.199990636430059,-0.34208130231377304,7920.0,16330.0,54240387295.7135,111814680989.113,669.4941348973608,6848925.0,10450.0,4.7,19.467912329036697,6395000000.0,1964000.0,45.4227864911041,8694000000.0,22386564529.8176,16/03/2020,Full,4.36,3.92,1.5,6.67,5.0,4.71,Hybrid regime,,,,,,33.869,78.929775,70.63707519531249,64.885835
LBR,Africa,Liberia,2020-06-23,650.0,34.0,128.517,1.756,752.788,38.6,272.509,2.42,1.188,0.38,35.1,9.098421335220332,1.22255131299607,-1.22975996453044,610.0,1330.0,2919787065.30257,6400383736.63859,50.030907392026606,4818977.0,111370.0,12.3,0.618232004984871,7700000.0,,,,3031428800.0,,None,5.45,7.42,3.07,5.56,5.63,5.59,Hybrid regime,4.95,9.67,24.81,28.74,36.78,9.883000000000001,63.71666499999999,20.88701957225799,227.48301
LBY,Africa,Libya,2020-06-23,571.0,10.0,83.09899999999998,2.8160000000000003,17881.509,,341.862,10.43,,20.91,25.7,,7.949736797942902,6.36824093250934,6400.0,14820.0,42771026208.6955,98989729193.7889,3.795632381190541,6678567.0,1759540.0,16.0,,,,,,27853452048.9165,,None,2.02,0.0,0.0,2.78,4.38,2.94,Authoritarian,,,,,,,72.812035,93.64716930389405,139.85116
LCA,North America,Saint Lucia,2020-06-23,19.0,0.0,103.469,6.405,12951.839,,204.62,11.62,87.20200000000001,6.41,35.3,5.057272762060166,0.857135569988984,0.339234187154531,9560.0,13060.0,1739539256.77877,2375512715.18542,298.17868852459,181889.0,620.0,16.7,8.719713187854751,87000000.0,395000.0,81.2711569887711,989000000.0,,20/03/2020,Full,,,,,,,,,,,,,,76.06343000000001,64.16056097030642,136.342175
LIE,Europe,Liechtenstein,2020-06-23,83.0,1.0,2176.364,,,,,7.77,,,43.5,,,,,,,,236.9375,37910.0,160.0,12.0,,,85300.0,,,,20/03/2020,Partial,,,,,,,,2.32,34.17,44.75,19.5,1.58,,83.77799999999999,,
LKA,Asia,Sri Lanka,2020-06-23,1951.0,11.0,91.112,5.331,11669.077,0.7,197.093,10.68,,10.04,33.9,3.80561038851738,3.20913112799197,2.1327460963848504,4060.0,12900.0,87896171382.1976,279437733668.103,345.558922022006,21670000.0,65610.0,5.8,9.26581828380392,2487000000.0,2334000.0,27.674977355815606,5608000000.0,24569911488.3837,21/03/2020,Full,6.27,7.0,6.07,5.56,6.25,6.47,Flawed democracy,,,,,,13.7835,76.73447000000002,57.3071237373352,104.08797499999999
LSO,Africa,Lesotho,2020-06-23,4.0,0.0,1.867,2.647,2851.153,59.6,405.126,3.94,2.117,0.69,30.2,8.548127859830856,1.13418817138297,0.33207349060136,1390.0,3500.0,2921766862.53022,7386601457.41346,69.437812911726,2108132.0,30360.0,22.1,14.0247371149823,339000000.0,1173000.0,1.91458449433821,24000000.0,2238423028.1544,,,6.54,9.17,4.5,6.67,5.63,6.76,Flawed democracy,3.34,20.66,37.91,27.9,13.52,27.4175,53.73613999999999,82.84836185455325,483.15056000000004
LTU,Europe,Lithuania,2020-06-23,1801.0,76.0,661.575,13.778,29524.265,0.7,342.9890000000001,3.67,,63.53,55.0,6.382509917020795,3.64475653175535,4.63845827413193,17360.0,34680.0,48634196073.5066,97160699030.8487,44.7230757742448,2801543.0,65286.0009765625,21.3,2.8191957924283906,1195000000.0,2825000.0,3.22517537325499,1419000000.0,39305041102.5882,16/03/2020,Full,7.5,9.58,6.43,6.11,6.25,9.12,Flawed democracy,2.32,34.71,45.4,18.0,1.89,29.7335,76.355,88.27675815582276,
LUX,Europe,Luxembourg,2020-06-23,4121.0,110.0,6583.319,9.842,94277.965,0.2,128.275,4.42,,30.09,43.8,5.531493350863456,3.11083626560442,1.14105379601197,70840.0,74400.0,43068735624.125,45229329379.7454,250.18518518518502,607950.0,2590.0,28.3,2.98337118191031,3290000000.0,1018000.0,4.06799208765904,5537000000.0,122843607598.227,16/03/2020,Full,8.81,10.0,8.93,6.67,8.75,9.71,Full democracy,2.41,32.3,44.15,21.45,2.1,23.4755,82.12750000000001,91.4952605056763,
LVA,Europe,Latvia,2020-06-23,1111.0,30.0,589.014,14.136,25063.846,0.7,350.06,4.91,,31.91,62.9,5.749250799417496,4.62077695023,5.43910139407771,16500.0,30220.0,31803867377.5425,58231115700.1276,30.993470569314894,1927174.0,64490.0,16.0,3.68059042893868,778000000.0,1946000.0,5.01365220069174,1057000000.0,20410154032.1411,13/03/2020,Full,7.49,9.58,6.07,6.11,6.88,8.82,Flawed democracy,2.38,34.42,45.42,17.04,3.13,38.427,74.75,88.44652633666989,
MAR,Africa,Morocco,2020-06-23,10172.0,214.0,275.585,4.209,7485.013000000001,1.0,419.146,7.14,,7.31,43.7,5.309188589453695,2.9902141695292204,1.68827508535729,3090.0,8430.0,112914745257.66,272960254310.59305,80.72851893345279,36029138.0,446550.0,20.5,5.44913861570711,3018000000.0,12289000.0,22.01675709421,9523000000.0,57372531348.5547,16/03/2020,Full,5.1,5.25,4.64,5.56,5.63,4.41,Hybrid regime,5.24,5.88,21.48,31.96,40.68,24.181500000000003,76.41661,45.541070423126214,67.29384
MCO,Europe,Monaco,2020-06-23,101.0,5.0,2573.6420000000007,,,,,5.46,,75.07,32.7,1.9573235139250758,6.099999999999911,5.30456543094968,,,,,,38682.0,,33.3,,,347000.0,,,,17/03/2020,Full,,,,,,,,,,,,,,,,
MDA,Europe,Moldova,2020-06-23,14363.0,480.0,3560.519,6.955,5189.972,0.2,408.502,5.72,86.979,32.07,42.9,8.084456026554111,3.39999999999942,5.276488784940111,3900.0,13170.0,10553252005.5264,35630886170.7853,123.51980353224,2706049.0,33850.0,22.8,6.860987218389488,438000000.0,160000.0,14.486287280460301,500000000.0,6605176771.84397,11/03/2020,Full,5.75,6.58,4.64,6.11,4.38,7.06,Hybrid regime,2.89,22.64,43.62,27.87,5.87,25.4435,71.75928,62.0329388999939,167.210725
MDG,Africa,Madagascar,2020-06-23,1640.0,15.0,59.225,1.686,1416.44,77.6,405.994,3.94,50.54,1.81,40.1,5.330600440502166,4.5647923154180985,1.81024820355464,510.0,1600.0,13267179655.2599,42148015449.8629,45.1398556204881,26262368.0,587295.0,19.2,6.38436038582579,309000000.0,291000.0,20.2238771323715,879000000.0,4698046664.22852,17/03/2020,Partial,5.64,7.92,3.57,6.11,5.63,5.0,Hybrid regime,4.95,5.34,25.3,33.14,36.22,,66.67287999999999,10.93424992084504,207.39603
MDV,Asia,Maldives,2020-06-23,2217.0,8.0,4101.439,2.875,15183.616000000002,,164.905,9.19,95.803,45.63,33.8,8.79278108477593,6.8888171958136,2.88973083684236,9280.0,17480.0,4786256984.46698,9012662288.71595,1718.9866666666699,515696.0,300.0,5.9,10.567193945527901,433000000.0,1484000.0,82.6938366672004,3054000000.0,3978474372.4030704,11/03/2020,Full,,,,,,,,5.4,4.49,22.28,33.5,39.73,28.8145,78.84764999999999,72.02737018585205,54.929035
MEX,North America,Mexico,2020-06-23,185122.0,22584.0,1435.803,4.3210000000000015,17336.468999999994,2.5,152.783,13.06,87.84700000000002,23.83,57.6,5.700176879763606,2.1359581211972203,0.991932458168463,9180.0,19870.0,1159048814145.26,2507773305576.86,64.9146264050001,126190788.0,1964375.0,48.2,2.8003696126079203,14073000000.0,41313000.0,4.96060248874723,23802000000.0,492176132550.51,14/03/2020,Partial,6.09,7.83,6.07,7.22,3.13,6.18,Flawed democracy,3.74,10.08,37.68,37.75,14.49,14.222499999999998,74.95237,68.31931606292726,140.53982
MKD,Europe,Macedonia,2020-06-23,5196.0,247.0,2494.024,8.16,13111.214,5.0,322.688,10.08,,28.74,39.1,6.358608901500701,2.66459188911705,2.61717694488996,5450.0,15930.0,11360186689.5629,33175409916.7615,82.59151467089609,2082958.0,25710.0,38.3,3.05771361935185,282000000.0,707000.0,5.09094756953213,387000000.0,9595356997.262829,18/03/2020,Full,5.97,7.0,5.36,6.67,3.75,7.06,Hybrid regime,,,,,,,75.68974,77.061385383606,91.89596
MLI,Africa,Mali,2020-06-23,1961.0,111.0,96.836,1.486,2014.306,,268.024,2.42,52.232,1.29,29.0,4.026185348629951,4.89999574546111,1.7916766567807498,840.0,2280.0,15994137157.1486,43537004596.3315,15.635015858186,19077690.0,1240190.0,8.8,,,14000.0,,,5983745596.42266,18/03/2020,Full,4.92,6.42,3.07,3.89,5.63,5.59,Hybrid regime,5.81,3.11,20.29,30.32,46.28,12.407,58.88544,17.55259549617768,254.27878499999997
MLT,Europe,Malta,2020-06-23,665.0,9.0,1506.096,11.324000000000002,36513.323,0.2,168.71099999999996,8.83,,28.6,37.3,9.188717007637024,6.77232811144415,3.10823263897765,26420.0,40120.0,12804453189.0998,19441145105.5628,1514.46875,484630.0,320.0,11.9,2.87379449240067,518000000.0,2599000.0,8.72130805224491,1845000000.0,17804254200.1415,12/03/2020,Full,7.95,9.17,7.5,6.11,8.13,8.82,Flawed democracy,2.67,22.64,49.28,25.6,2.47,25.5965,82.378,86.66201599121098,49.520714999999996
MMR,Asia,Myanmar,2020-06-23,291.0,6.0,5.348,3.12,5591.597,6.4,202.104,4.61,79.28699999999998,6.77,43.4,4.364199638366702,6.200051071538451,5.555804237504018,1310.0,4860.0,70246183910.3074,261163972119.694,82.23861548355491,53708395.0,676590.0,10.2,0.6254478441665079,118000000.0,3551000.0,10.593297149898303,1670000000.0,23078337307.5519,,,3.55,3.08,3.93,2.78,5.63,2.35,Authoritarian,4.22,5.35,33.49,39.14,22.01,20.894500000000004,66.786935,37.38072525024417,199.322125
MNE,Europe,Montenegro,2020-06-23,367.0,9.0,584.337,9.395,16409.288,1.0,387.305,10.08,,27.56,43.7,,5.07786020112071,5.10251578114111,8430.0,21550.0,5248475092.21356,13410525098.8229,46.262230483271395,622227.0,13810.0,23.5,1.99151112504161,73000000.0,2077000.0,52.1678725110468,1224000000.0,3592248096.73086,24/03/2020,Full,5.65,5.67,5.36,6.11,4.38,6.76,Hybrid regime,3.21,18.13,39.58,33.35,8.94,45.9695,76.73358999999999,78.95090515136715,95.82762
MNG,Asia,Mongolia,2020-06-23,215.0,0.0,65.583,2.421,11840.846,0.5,460.043,4.82,71.18,28.59,49.5,4.184305146336556,7.2258488993461905,5.31725254619168,3660.0,11050.0,11597426934.3095,35032618260.8805,2.0406086665465097,3170208.0,1564120.0,17.1,9.695972286836133,822000000.0,529000.0,6.81877429502399,526000000.0,8923940134.739408,10/03/2020,Full,6.5,9.17,5.71,5.56,5.0,7.06,Flawed democracy,4.32,6.61,28.72,40.34,24.33,26.205000000000002,69.75435,50.446646175384515,206.59092000000004
MNP,Oceania,Northern Mariana Islands,2020-06-23,30.0,2.0,521.222,,,,194.99400000000003,,,,,,-19.6078431372549,-20.0601037855457,,,,,123.65652173913,56882.0,460.0,,,,517000.0,,,726000000.0,,,,,,,,,,,,,,,,,,
MOZ,Africa,Mozambique,2020-06-23,737.0,5.0,23.58,1.87,1136.103,62.9,329.94199999999995,3.3,12.227,0.84,28.1,5.349588319659231,3.42817366081721,0.458309215545086,460.0,1290.0,13588598915.5351,38180429120.9872,37.508535313716,29495962.0,786380.0,39.6,1.28352669775177,135000000.0,2743000.0,5.539972557010679,331000000.0,11069764611.3153,,None,3.65,2.58,2.14,5.0,5.0,3.53,Authoritarian,4.37,9.85,30.96,30.1,29.09,17.22,60.01074,14.787744674682626,329.46116500000005
MRT,Africa,Mauritania,2020-06-23,2984.0,111.0,641.7669999999998,1.7919999999999998,3597.633,6.0,232.347,2.42,15.95,1.87,27.5,4.250883311033247,3.5542779844437,0.7146787423193639,1160.0,3770.0,5129074595.79785,16622205481.683996,4.27216357815077,4403319.0,1030700.0,20.3,1.1571481639661398,38000000.0,,0.29100892908535303,6000000.0,3977162165.9925604,,None,3.92,3.5,3.57,5.0,3.13,4.41,Authoritarian,,,,,,,64.67095,40.85943535804749,197.46505000000002
MSR,North America,Montserrat,2020-06-23,11.0,1.0,2200.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUS,Africa,Mauritius,2020-06-23,340.0,10.0,267.345,5.884,20292.745,0.5,224.644,22.02,,25.33,34.9,5.4604995250701895,3.77381891285675,3.71722856647342,12050.0,24980.0,15244401131.0815,31611878353.9511,623.30197044335,1265303.0,2040.0,11.6,9.55711083856597,723000000.0,1399000.0,38.928195243130496,2161000000.0,7605564717.3242,17/03/2020,Partial,8.22,9.17,8.21,5.56,8.75,9.41,Full democracy,3.48,9.97,41.02,40.24,8.77,22.137500000000003,74.46275,80.5335180282593,141.429995
MWI,Africa,Malawi,2020-06-23,803.0,11.0,41.976000000000006,1.783,1095.042,71.4,227.349,3.94,8.704,0.36,28.0,9.993272721767434,3.4999999999999907,0.8014196964556821,360.0,1070.0,6506600289.884279,19384726455.9053,192.440761561307,18143315.0,118480.0,16.7,4.62032197696521,136000000.0,871000.0,3.8447061764811097,43000000.0,2729078033.2000604,,,5.5,6.08,4.29,5.0,6.25,5.88,Hybrid regime,4.51,6.45,28.1,35.56,29.9,14.651499999999999,63.76257,39.37887130737304,269.31059
MYS,Asia,Malaysia,2020-06-23,8587.0,121.0,265.309,3.407,26808.164,0.1,260.942,16.74,,15.36,62.2,3.779720440506933,4.74160645035721,3.3345011012496,10590.0,27200.0,333842531884.843,857641547580.658,95.9628214883579,31528585.0,330345.0,13.9,5.98545872369598,13248000000.0,25832000.0,8.834374762172901,21774000000.0,210615660624.149,18/03/2020,Full,7.16,9.17,7.86,6.67,6.25,5.88,Flawed democracy,4.56,7.14,25.64,37.86,29.36,21.907,76.10054,74.49438842773438,122.71993499999996
NAM,Africa,Namibia,2020-06-23,63.0,0.0,24.794,2.085,9541.808,13.4,243.811,3.94,44.6,4.18,35.6,8.982652127742769,-0.546332045263455,-2.4008197720197,5220.0,10490.0,12783643142.3496,25670332099.1788,2.9737455817512704,2448255.0,824290.0,46.2,1.08868818751433,69000000.0,,9.86220434169235,488000000.0,5894573059.9928,14/03/2020,Full,6.43,6.58,5.36,6.67,5.63,7.94,Flawed democracy,4.24,17.45,29.84,25.56,27.16,22.0725,63.239385,62.51255155563355,299.629395
NCL,Oceania,New Caledonia,2020-06-23,21.0,0.0,73.557,6.489,,,,23.36,,,,,,,,,,,15.5393873085339,284060.0,18580.0,,,,120000.0,,,,,,,,,,,,,,,,,,,77.179,83.29721382141116,77.5793
NER,Africa,Niger,2020-06-23,1046.0,67.0,43.21100000000001,1.378,926.0,44.5,238.33900000000003,2.42,8.978,0.43,32.2,6.567399203777312,6.48306670425471,2.4953347016976,390.0,870.0,8682726194.770159,19501735841.0156,17.717650588142398,22442948.0,1267000.0,17.0,,,157000.0,,,3616976197.531,,None,3.29,2.92,1.14,3.33,4.38,4.71,Authoritarian,5.92,3.19,19.86,28.99,47.96,7.8265,62.04444,5.18382493495941,237.38093
NGA,Africa,Nigeria,2020-06-23,20919.0,525.0,101.48,1.4469999999999998,5338.4540000000015,,181.013,2.42,41.949,3.81,37.8,3.550864383578302,1.93726806949346,-0.6655790801877121,1960.0,5040.0,384802857431.966,986778003173.063,215.06498896538105,195874740.0,923770.0,5.6,18.451265655985697,13218000000.0,,2.91129132161068,1977000000.0,69721646471.4198,25/03/2020,Full,4.12,5.17,3.93,3.33,3.75,4.41,Hybrid regime,4.9,11.51,25.53,27.86,35.1,5.751,54.33803,18.00338520050048,344.8378
NIC,North America,Nicaragua,2020-06-23,2014.0,64.0,304.02,3.519,5321.444,3.2,137.016,11.47,,9.78,43.1,8.194318562746044,-3.95091708124258,-5.14914016579304,2020.0,5700.0,13068790473.1023,36823359052.8874,53.7270483629716,6465513.0,130370.0,45.7,5.1855814091706,349000000.0,1256000.0,9.87027125102059,544000000.0,6256532726.27915,,None,3.55,1.25,2.86,3.89,5.63,4.12,Authoritarian,4.92,4.59,26.37,35.96,33.08,,74.220355,53.40499893188479,152.11701499999998
NLD,Europe,Netherlands,2020-06-23,49658.0,6090.0,2898.066,11.880999999999998,48472.545,,109.361,5.29,,36.05,75.6,10.375210493803044,2.59745361827454,2.00009858507431,51260.0,58140.0,883236056903.029,1001782586018.43,511.47592757494795,17231624.0,41540.0,36.0,3.85310378322941,25952000000.0,18780000.0,3.3526695560413504,25850000000.0,652699537670.587,16/03/2020,Full,9.01,9.58,9.29,8.33,8.75,9.12,Full democracy,2.23,35.11,45.53,18.01,1.35,25.8645,81.784,83.52907024383543,
NOR,Europe,Norway,2020-06-23,8745.0,248.0,1613.099,10.813,64800.057,0.2,114.316,5.31,,29.16,64.6,9.863836616277686,1.28954820126177,0.6231470137170451,80640.0,70530.0,428375207614.415,374631286747.306,14.5482916341657,5311916.0,625217.109375,41.4,13.175788618555801,18592000000.0,5688000.0,4.26622331607864,7096000000.0,141960454545.455,12/03/2020,Full,9.87,10.0,9.64,10.0,10.0,9.71,Full democracy,2.22,39.58,40.73,18.13,1.56,20.1555,82.8345,93.64260200500487,50.795665
NPL,Asia,Nepal,2020-06-23,9026.0,23.0,309.78,3.212,2442.804,15.0,260.797,7.26,47.782,7.49,35.1,5.8287112414836875,6.65753266831794,4.90794694128547,970.0,3360.0,27201708172.7506,94248051482.1782,195.939107080572,28087871.0,147180.0,32.7,6.26698468458562,918000000.0,1173000.0,27.782884671518396,744000000.0,14173973922.8676,24/03/2020,Full,5.28,4.83,5.36,5.0,5.63,5.59,Hybrid regime,4.24,6.45,33.96,36.57,23.02,23.7915,70.429945,21.69831933975223,148.65202499999998
NZL,Oceania,New Zealand,2020-06-23,1165.0,22.0,241.58900000000003,9.72,36085.843,,128.797,8.08,,35.9,54.0,9.316181838512422,2.77357101506234,1.7736463724658895,41020.0,40550.0,198566287203.762,196320021186.879,18.3851733697923,4841000.0,267710.0,38.3,8.023966068493849,4603000000.0,3686000.0,19.084131933229106,10961000000.0,58136319343.1395,25/03/2020,Full,9.26,10.0,9.29,8.89,8.13,10.0,Full democracy,2.67,22.84,50.52,22.09,4.55,16.012,81.88300000000001,81.95118534088135,
OMN,Asia,Oman,2020-06-23,31076.0,137.0,6085.432,1.53,37960.709,,266.342,12.61,97.4,20.03,43.1,3.7600989639759055,1.7640875486989,-1.68210182403824,15140.0,29160.0,73109396536.3372,140846655469.713,15.6041453957997,4829483.0,309500.0,1.2,9.094428810836801,3210000000.0,2301000.0,6.44138448487136,2975000000.0,32736280884.2653,29/03/2020,Partial,3.06,0.08,3.93,2.78,4.38,4.12,Authoritarian,8.02,10.62,19.07,18.37,51.94,8.1255,77.99078,95.9126304244995,82.47652500000001
OWID_KOS,Europe,Kosovo,2020-06-23,2169.0,37.0,1122.221,,9795.834,0.6,,,,,,,,,,,,,,,,,,,,,,,25/03/2020,Partial,,,,,,,,,,,,,,,,
PAK,Asia,Pakistan,2020-06-23,185034.0,3695.0,837.666,2.78,5034.708,4.0,423.031,8.35,59.607,9.8,35.5,2.7531329914927483,5.83024190542581,3.6767121099591695,1590.0,5110.0,337059830287.149,1085235831419.14,275.28931870070596,212215030.0,796100.0,20.6,4.23688702829611,2899000000.0,,2.65801112530378,818000000.0,56532439052.4472,26/03/2020,Full,4.25,6.08,5.71,2.22,2.5,4.71,Hybrid regime,6.8,1.08,12.88,25.16,60.88,19.9195,67.141925,37.59752525329592,155.379435
PAN,North America,Panama,2020-06-23,26752.0,521.0,6200.102,5.03,22267.037,2.2,128.346,8.33,,15.69,43.7,6.98603093624115,3.6770136293445,1.93696407326647,14370.0,29340.0,60023543303.6692,122562530421.131,56.1860774818402,4176873.0,75420.0,18.3,4.5221779077851,1307000000.0,1785000.0,19.6745244988913,5615000000.0,30511700000.0,25/03/2020,Full,7.05,9.58,6.07,6.67,5.0,7.94,Flawed democracy,3.67,14.66,38.02,31.26,16.06,6.1875,78.38221000000001,62.91655584335328,112.76353
PER,South America,Peru,2020-06-23,254936.0,8045.0,7731.93,4.455,12236.706,3.5,85.755,5.95,,13.05,49.2,4.956688657402991,3.97693571755005,2.20561703131051,6470.0,12450.0,207101732427.075,398280577964.9871,24.99160625,31989256.0,1285220.0,27.7,6.64082116705214,3417000000.0,4419000.0,8.720746945012719,4894000000.0,52031582416.9239,10/03/2020,Full,6.6,9.17,5.0,5.56,5.63,7.65,Flawed democracy,3.75,12.91,34.68,36.02,16.39,,76.52977,44.90340065002442,115.900275
PHL,Asia,Philippines,2020-06-23,30682.0,1177.0,279.994,2.661,7599.188,,370.437,7.07,78.46300000000002,6.0,47.6,4.353193342685702,6.24373774240088,4.77073894578564,3830.0,9980.0,408840418468.117,1064889434413.69,357.688305329175,106651922.0,300000.0,29.5,9.614105961599439,12474000000.0,7168000.0,10.7653942890797,9730000000.0,151723946881.072,16/03/2020,Partial,6.64,9.17,5.36,7.22,4.38,7.06,Flawed democracy,4.23,9.18,30.05,36.82,23.95,24.465,71.21368,62.883176174163815,183.511305
PNG,Oceania,Papua New Guinea,2020-06-23,9.0,0.0,1.006,2.142,3823.194,,561.494,17.65,,0.7,27.8,2.6432360336184497,-0.820774238373588,-2.76011441200268,2570.0,4220.0,22111662448.2579,36334539993.2087,19.004363379410893,8606316.0,462840.0,0.0,,,140000.0,,,,,None,6.03,6.92,6.07,3.89,5.63,7.65,Flawed democracy,5.43,4.08,21.97,29.73,44.22,36.2765,64.294815,20.27303525924681,219.73922
